time, GPSUTC, GPSdate, accelX, accelY, accelZ, gyroX, gyroY, gyroZ, temp, accelPitch, accelRoll, gyroAngleChangeX, gyroAngleChangeY, gyroAngleChangeZ, headingCompensation, pitch, roll, heading, GPSlat, GPSlon, GPScrs, GPSspd
0,0,0,-3500,984,16128,-27,1,9,34,-0.2137,0.0609364,-2.87621e-06,1.06526e-07,9.58738e-07,0.25129,-0.0213726,0.00609373,0.25129,0,0,0,0;
0.248855,0,0,-3476,928,16304,-31,3,-5,33,-0.210054,0.0568572,-3.30232e-06,3.19579e-07,-5.32632e-07,0.256883,-0.0402438,0.0111704,0.256883,0,0,0,0;
0.565301,0,0,-3332,944,16328,-48,-7,-4,34,-0.201303,0.0577505,-5.11327e-06,-7.45685e-07,-4.26106e-07,0.264488,-0.0563543,0.0158277,0.264488,0,0,0,0;
0.86009,0,0,-3352,948,16352,-23,14,6,34,-0.202189,0.0579097,-2.45011e-06,1.49137e-06,6.39159e-07,0.283794,-0.07094,0.0200373,0.283794,0,0,0,0;
1.09847,0,0,-3484,968,16368,-52,4,16,34,-0.209724,0.059071,-5.53938e-06,4.26106e-07,1.70442e-06,0.276327,-0.0848234,0.023941,0.276327,0,0,0,0;
1.28704,0,0,-3388,1008,16356,-19,20,5,34,-0.204252,0.0615509,-2.024e-06,2.13053e-06,5.32632e-07,0.294485,-0.0967681,0.0277039,0.294485,0,0,0,0;
1.45802,0,0,-3452,964,16348,-37,1,18,33,-0.2081,0.0588993,-3.94148e-06,1.06526e-07,1.91748e-06,0.300171,-0.107905,0.0308235,0.300171,0,0,0,0;
1.63373,0,0,-3372,888,16096,-30,1,-5,34,-0.206507,0.0551131,-3.19579e-06,1.06526e-07,-5.32632e-07,0.298923,-0.117768,0.0332526,0.298923,0,0,0,0;
1.82444,0,0,-3400,868,16320,-43,30,3,34,-0.205395,0.0531362,-4.58064e-06,3.19579e-06,3.19579e-07,0.298923,-0.126535,0.0352438,0.298923,0,0,0,0;
2.02865,0,0,-3352,940,16236,-24,-1,-11,33,-0.203594,0.0578315,-2.55663e-06,-1.06526e-07,-1.17179e-06,0.318121,-0.134243,0.0375025,0.318121,0,0,0,0;
2.2359,0,0,-3452,840,16316,-19,-9,1,34,-0.208497,0.0514378,-2.024e-06,-9.58738e-07,1.06526e-07,0.313621,-0.14167,0.0388952,0.313621,0,0,0,0;
2.44166,0,0,-3560,868,16304,-13,-4,-5,33,-0.214977,0.0531883,-1.38484e-06,-4.26106e-07,-5.32632e-07,0.313621,-0.149002,0.0403241,0.313621,0,0,0,0;
2.643,0,0,-3436,996,16380,-19,-4,-5,34,-0.20677,0.0607311,-2.024e-06,-4.26106e-07,-5.32632e-07,0.324451,-0.154781,0.0423644,0.324451,0,0,0,0;
2.84308,0,0,-3436,948,16264,-20,17,-8,34,-0.208203,0.0582224,-2.13053e-06,1.81095e-06,-8.52212e-07,0.278689,-0.160125,0.0439518,0.278689,0,0,0,0;
3.04029,0,0,-3500,916,16128,-34,12,7,33,-0.2137,0.0567347,-3.6219e-06,1.27832e-06,7.45685e-07,0.330841,-0.165486,0.0452313,0.330841,0,0,0,0;
3.23751,0,0,-3388,984,16088,-15,22,-13,33,-0.207559,0.0610875,-1.5979e-06,2.34358e-06,-1.38484e-06,0.330841,-0.169694,0.046819,0.330841,0,0,0,0;
3.43826,0,0,-3372,960,16148,-4,2,-26,34,-0.20586,0.0593802,-4.26106e-07,2.13053e-07,-2.76969e-06,0.335324,-0.173311,0.0480753,0.335324,0,0,0,0;
3.63906,0,0,-3384,924,16196,-23,7,-18,34,-0.205977,0.0569893,-2.45011e-06,7.45685e-07,-1.91748e-06,0.340718,-0.17658,0.0489674,0.340718,0,0,0,0;
3.8392,0,0,-3408,900,16140,-18,19,-40,34,-0.208096,0.0557044,-1.91748e-06,2.024e-06,-4.26106e-06,0.344371,-0.179733,0.0496429,0.344371,0,0,0,0;
4.03821,0,0,-3440,992,16256,-34,29,-13,34,-0.208538,0.060948,-3.6219e-06,3.08927e-06,-1.38484e-06,0.351714,-0.182617,0.0507762,0.351714,0,0,0,0;
4.23869,0,0,-3384,1052,16092,-30,-6,12,34,-0.207271,0.0652812,-3.19579e-06,-6.39159e-07,1.27832e-06,0.343408,-0.185085,0.0522261,0.343408,0,0,0,0;
4.43962,0,0,-3420,1000,16148,-37,4,2,34,-0.208707,0.0618482,-3.94148e-06,4.26106e-07,2.13053e-07,0.343605,-0.187451,0.0531887,0.343605,0,0,0,0;
4.63892,0,0,-3388,956,16248,-37,9,-16,34,-0.205572,0.0587703,-3.94148e-06,9.58738e-07,-1.70442e-06,0.328919,-0.189267,0.0537477,0.328919,0,0,0,0;
4.8399,0,0,-3428,1084,16180,-26,9,-25,33,-0.208779,0.0668963,-2.76969e-06,9.58738e-07,-2.66316e-06,0.33993,-0.19122,0.0550635,0.33993,0,0,0,0;
5.04073,0,0,-3444,1012,16068,-26,-3,9,34,-0.211144,0.0628992,-2.76969e-06,-3.19579e-07,9.58738e-07,0.339767,-0.193215,0.0558467,0.339767,0,0,0,0;
5.24034,0,0,-3404,784,15968,-18,19,-1,33,-0.210032,0.0490588,-1.91748e-06,2.024e-06,-1.06526e-07,0.34534,-0.194899,0.0551698,0.34534,0,0,0,0;
5.43977,0,0,-3412,1204,16260,-27,27,-30,33,-0.206839,0.0739119,-2.87621e-06,2.87621e-06,-3.19579e-06,0.289846,-0.196095,0.0570466,0.289846,0,0,0,0;
5.63904,0,0,-3408,988,15900,-11,12,-23,34,-0.211145,0.0620586,-1.17179e-06,1.27832e-06,-2.45011e-06,0.349747,-0.197601,0.0575489,0.349747,0,0,0,0;
5.83796,0,0,-3220,924,16308,-30,13,-20,34,-0.194942,0.0565988,-3.19579e-06,1.38484e-06,-2.13053e-06,0.351714,-0.197338,0.0574552,0.351714,0,0,0,0;
6.03992,0,0,-3480,956,16248,-35,-1,3,34,-0.210992,0.0587703,-3.72843e-06,-1.06526e-07,3.19579e-07,0.348036,-0.198707,0.0575866,0.348036,0,0,0,0;
6.23934,0,0,-3420,1016,16244,-12,17,10,34,-0.207509,0.0624648,-1.27832e-06,1.81095e-06,1.06526e-06,0.359108,-0.199588,0.058076,0.359108,0,0,0,0;
6.43854,0,0,-3404,992,16196,-5,8,3,34,-0.20716,0.0611733,-5.32632e-07,8.52212e-07,3.19579e-07,0.351714,-0.200346,0.0583865,0.351714,0,0,0,0;
6.63901,0,0,-3496,772,16136,-18,1,-9,34,-0.213361,0.0478069,-1.91748e-06,1.06526e-07,-9.58738e-07,0.346313,-0.201649,0.0573286,0.346313,0,0,0,0;
6.84016,0,0,-3520,776,16188,-22,-15,-6,34,-0.214112,0.0479001,-2.34358e-06,-1.5979e-06,-6.39159e-07,0.344168,-0.202898,0.0563844,0.344168,0,0,0,0;
7.03928,0,0,-3488,960,16216,-21,12,5,34,-0.211868,0.0591318,-2.23706e-06,1.27832e-06,5.32632e-07,0.348036,-0.203797,0.0566602,0.348036,0,0,0,0;
7.23935,0,0,-3404,856,16264,-38,21,-17,34,-0.206318,0.0525831,-4.048e-06,2.23706e-06,-1.81095e-06,0.359435,-0.204052,0.0562545,0.359435,0,0,0,0;
7.4384,0,0,-3400,980,16128,-25,7,-2,33,-0.207771,0.0606893,-2.66316e-06,7.45685e-07,-2.13053e-07,0.350728,-0.204427,0.0566987,0.350728,0,0,0,0;
7.63884,0,0,-3476,1008,16304,-19,20,-5,34,-0.210054,0.0617467,-2.024e-06,2.13053e-06,-5.32632e-07,0.352706,-0.204991,0.0572054,0.352706,0,0,0,0;
7.83884,0,0,-3344,964,16256,-19,7,3,33,-0.202879,0.0592318,-2.024e-06,7.45685e-07,3.19579e-07,0.349747,-0.204782,0.0574087,0.349747,0,0,0,0;
8.03967,0,0,-3580,928,16280,-42,27,-29,34,-0.216457,0.0569408,-4.47411e-06,2.87621e-06,-3.08927e-06,0.341497,-0.205953,0.0573645,0.341497,0,0,0,0;
8.23913,0,0,-3408,932,15964,-15,33,-24,34,-0.210323,0.0583152,-1.5979e-06,3.51537e-06,-2.55663e-06,0.358098,-0.206392,0.0574627,0.358098,0,0,0,0;
8.44064,0,0,-3412,1008,16424,-19,18,15,34,-0.204831,0.0612967,-2.024e-06,1.91748e-06,1.5979e-06,0.357771,-0.206238,0.0578479,0.357771,0,0,0,0;
8.64264,0,0,-3428,932,16212,-20,10,-11,34,-0.208379,0.0574251,-2.13053e-06,1.06526e-06,-1.17179e-06,0.356408,-0.206454,0.0578065,0.356408,0,0,0,0;
8.83982,0,0,-3364,904,16240,-35,2,-15,34,-0.204254,0.0556076,-3.72843e-06,2.13053e-07,-1.5979e-06,0.349017,-0.206237,0.0575868,0.349017,0,0,0,0;
9.03785,0,0,-3476,848,16152,-39,-2,-24,33,-0.211973,0.0524531,-4.15453e-06,-2.13053e-07,-2.55663e-06,0.348771,-0.206814,0.0570733,0.348771,0,0,0,0;
9.23681,0,0,-3416,916,16272,-51,4,-9,34,-0.206926,0.0562337,-5.43285e-06,4.26106e-07,-9.58738e-07,0.359776,-0.20683,0.0569897,0.359776,0,0,0,0;
9.43708,0,0,-3440,960,16188,-8,19,-18,34,-0.209388,0.0592338,-8.52212e-07,2.024e-06,-1.91748e-06,0.354407,-0.207087,0.0572159,0.354407,0,0,0,0;
9.63795,0,0,-3604,932,16216,-31,17,-8,34,-0.218695,0.0574109,-3.30232e-06,1.81095e-06,-8.52212e-07,0.229502,-0.208251,0.0572371,0.229502,0,0,0,0;
9.83981,0,0,-3408,960,16312,-17,11,9,33,-0.205963,0.0587846,-1.81095e-06,1.17179e-06,9.58738e-07,0.346092,-0.208024,0.0573929,0.346092,0,0,0,0;
10.0405,0,0,-3408,876,16156,-32,15,-22,34,-0.207895,0.0541683,-3.40885e-06,1.5979e-06,-2.34358e-06,0.359776,-0.208014,0.0570719,0.359776,0,0,0,0;
10.2405,0,0,-3372,920,16328,5,13,1,33,-0.203653,0.0562854,5.32632e-07,1.38484e-06,1.06526e-07,0.368208,-0.207577,0.0569945,0.368208,0,0,0,0;
10.4393,0,0,-3356,904,16224,-27,18,-12,34,-0.203977,0.0556624,-2.87621e-06,1.91748e-06,-1.27832e-06,0.346313,-0.20722,0.056863,0.346313,0,0,0,0;
10.6396,0,0,-3488,796,16136,-16,23,0,34,-0.212887,0.0492907,-1.70442e-06,2.45011e-06,0,0.278689,-0.207788,0.056108,0.278689,0,0,0,0;
10.8394,0,0,-3500,904,16276,-20,19,-12,34,-0.211815,0.0554849,-2.13053e-06,2.024e-06,-1.27832e-06,0.357094,-0.208193,0.0560475,0.357094,0,0,0,0;
11.0396,0,0,-3488,976,16460,-11,-2,0,33,-0.208819,0.0592259,-1.17179e-06,-2.13053e-07,0,0.347292,-0.208256,0.0563651,0.347292,0,0,0,0;
11.2389,0,0,-3372,940,16184,4,23,-20,33,-0.205415,0.0580169,4.26106e-07,2.45011e-06,-2.13053e-06,0.359776,-0.207972,0.0565325,0.359776,0,0,0,0;
11.4379,0,0,-3464,984,16260,-28,2,-2,34,-0.2099,0.0604429,-2.98274e-06,2.13053e-07,-2.13053e-07,0.359776,-0.208167,0.0569237,0.359776,0,0,0,0;
11.6394,0,0,-3504,952,16316,-43,12,-14,33,-0.211545,0.0582816,-4.58064e-06,1.27832e-06,-1.49137e-06,0.357771,-0.208509,0.0570607,0.357771,0,0,0,0;
11.8387,0,0,-3504,904,16192,-14,6,1,34,-0.213117,0.0557721,-1.49137e-06,6.39159e-07,1.06526e-07,0.357417,-0.208971,0.0569324,0.357417,0,0,0,0;
12.0399,0,0,-3348,1056,16384,-27,18,1,33,-0.201571,0.0643641,-2.87621e-06,1.91748e-06,1.06526e-07,0.356095,-0.208234,0.0576773,0.356095,0,0,0,0;
12.2391,0,0,-3352,880,16168,-14,20,-8,34,-0.204427,0.0543748,-1.49137e-06,2.13053e-06,-8.52212e-07,0.344371,-0.207855,0.057349,0.344371,0,0,0,0;
12.4397,0,0,-3488,936,16232,16,1,6,34,-0.211665,0.0576001,1.70442e-06,1.06526e-07,6.39159e-07,0.349017,-0.208234,0.0573742,0.349017,0,0,0,0;
12.6393,0,0,-3296,968,16156,-24,11,-14,34,-0.201249,0.0598443,-2.55663e-06,1.17179e-06,-1.49137e-06,0.3478,-0.207538,0.0576222,0.3478,0,0,0,0;
12.8382,0,0,-3420,876,16164,-39,30,-19,34,-0.208506,0.0541415,-4.15453e-06,3.19579e-06,-2.024e-06,0.348036,-0.207639,0.057277,0.348036,0,0,0,0;
13.0391,0,0,-3512,988,16260,-12,11,-12,33,-0.212722,0.060688,-1.27832e-06,1.17179e-06,-1.27832e-06,0.356095,-0.208148,0.0576192,0.356095,0,0,0,0;
13.2398,0,0,-3404,968,16332,-40,9,-19,34,-0.205483,0.0592009,-4.26106e-06,9.58738e-07,-2.024e-06,0.353414,-0.207885,0.0577782,0.353414,0,0,0,0;
13.4397,0,0,-3380,872,16132,-19,16,-17,34,-0.206534,0.0540015,-2.024e-06,1.70442e-06,-1.81095e-06,0.355405,-0.207752,0.0574021,0.355405,0,0,0,0;
13.64,0,0,-3532,808,16312,-40,19,-10,34,-0.213236,0.0494936,-4.26106e-06,2.024e-06,-1.06526e-06,0.344371,-0.208304,0.0566131,0.344371,0,0,0,0;
13.8399,0,0,-3452,1024,16212,-29,5,-23,34,-0.209796,0.0630793,-3.08927e-06,5.32632e-07,-2.45011e-06,0.284134,-0.208456,0.0572602,0.284134,0,0,0,0;
14.0397,0,0,-3512,960,16284,-37,7,8,34,-0.212418,0.0588854,-3.94148e-06,7.45685e-07,8.52212e-07,0.351714,-0.208856,0.0574234,0.351714,0,0,0,0;
14.2412,0,0,-3412,1028,16404,-25,27,-17,34,-0.205074,0.0625858,-2.66316e-06,2.87621e-06,-1.81095e-06,0.358098,-0.20848,0.0579422,0.358098,0,0,0,0;
14.4392,0,0,-3432,984,16128,11,19,-16,34,-0.20967,0.0609364,1.17179e-06,2.024e-06,-1.70442e-06,0.358771,-0.208598,0.0582434,0.358771,0,0,0,0;
14.6389,0,0,-3448,988,16216,-2,19,-16,34,-0.209509,0.0608523,-2.13053e-07,2.024e-06,-1.70442e-06,0.350002,-0.208689,0.0585061,0.350002,0,0,0,0;
14.839,0,0,-3344,944,16332,-11,16,-4,33,-0.20196,0.0577364,-1.17179e-06,1.70442e-06,-4.26106e-07,0.302885,-0.208018,0.0584307,0.302885,0,0,0,0;
15.0408,0,0,-3400,980,16292,-38,-15,-16,34,-0.205739,0.0600798,-4.048e-06,-1.5979e-06,-1.70442e-06,0.362452,-0.207793,0.0585942,0.362452,0,0,0,0;
15.2416,0,0,-3484,956,16092,-26,3,-15,34,-0.213214,0.0593387,-2.76969e-06,3.19579e-07,-1.5979e-06,0.352706,-0.208338,0.0586689,0.352706,0,0,0,0;
15.4409,0,0,-3452,776,16300,-21,1,-6,34,-0.208696,0.0475714,-2.23706e-06,1.06526e-07,-6.39159e-07,0.349017,-0.208376,0.0575593,0.349017,0,0,0,0;
15.6383,0,0,-3408,928,16160,-24,8,-5,34,-0.207845,0.0573627,-2.55663e-06,8.52212e-07,-5.32632e-07,0.348771,-0.208325,0.0575404,0.348771,0,0,0,0;
15.8372,0,0,-3392,932,16152,-21,-6,-9,34,-0.206997,0.0576379,-2.23706e-06,-6.39159e-07,-9.58738e-07,0.34534,-0.208194,0.0575496,0.34534,0,0,0,0;
16.0379,0,0,-3528,968,16256,-27,16,-7,34,-0.213713,0.059477,-2.87621e-06,1.70442e-06,-7.45685e-07,0.3478,-0.208749,0.0577438,0.3478,0,0,0,0;
16.2379,0,0,-3492,1004,16192,-27,7,-9,34,-0.212409,0.0619266,-2.87621e-06,7.45685e-07,-9.58738e-07,0.356095,-0.209117,0.0581628,0.356095,0,0,0,0;
16.4392,0,0,-3444,1252,16200,-31,20,0,34,-0.209474,0.0771306,-3.30232e-06,2.13053e-06,0,0.361441,-0.209156,0.0600615,0.361441,0,0,0,0;
16.6404,0,0,-3404,1192,16148,-29,-1,-25,34,-0.207758,0.0736836,-3.08927e-06,-1.06526e-07,-2.66316e-06,0.350728,-0.209019,0.0614236,0.350728,0,0,0,0;
16.8418,0,0,-3432,884,16320,5,-1,-40,33,-0.207274,0.0541138,5.32632e-07,-1.06526e-07,-4.26106e-06,0.329294,-0.208844,0.0606925,0.329294,0,0,0,0;
17.0409,0,0,-3420,1020,16172,-1,23,-3,34,-0.208406,0.0629885,-1.06526e-07,2.45011e-06,-3.19579e-07,0.345128,-0.2088,0.0609243,0.345128,0,0,0,0;
17.2398,0,0,-3428,1040,16168,-13,6,-17,34,-0.20893,0.0642361,-1.38484e-06,6.39159e-07,-1.81095e-06,0.347062,-0.208814,0.0612561,0.347062,0,0,0,0;
17.4385,0,0,-3340,952,16268,-23,14,9,33,-0.202497,0.0584531,-2.45011e-06,1.49137e-06,9.58738e-07,0.289561,-0.208185,0.0609771,0.289561,0,0,0,0;
17.6386,0,0,-3512,940,16304,-37,11,-21,34,-0.212165,0.0575908,-3.94148e-06,1.17179e-06,-2.23706e-06,0.362823,-0.208587,0.0606395,0.362823,0,0,0,0;
17.8399,0,0,-3408,1200,16096,-10,9,-27,34,-0.208648,0.074415,-1.06526e-06,9.58738e-07,-2.87621e-06,0.365123,-0.208594,0.062018,0.365123,0,0,0,0;
18.0393,0,0,-3356,1048,16076,-35,11,6,34,-0.205803,0.0650982,-3.72843e-06,1.17179e-06,6.39159e-07,0.356095,-0.208318,0.062327,0.356095,0,0,0,0;
18.2385,0,0,-3340,944,16256,-27,-27,-13,34,-0.202642,0.0580057,-2.87621e-06,-2.87621e-06,-1.38484e-06,0.357417,-0.207753,0.0618923,0.357417,0,0,0,0;
18.4385,0,0,-3532,788,16228,-18,-10,20,34,-0.214306,0.0485199,-1.91748e-06,-1.06526e-06,2.13053e-06,0.354407,-0.20841,0.0605541,0.354407,0,0,0,0;
18.6405,0,0,-3480,1236,16288,-20,-16,-19,34,-0.210489,0.0757389,-2.13053e-06,-1.70442e-06,-2.024e-06,0.348036,-0.20862,0.0620711,0.348036,0,0,0,0;
18.8403,0,0,-3296,1016,16204,-10,5,-27,34,-0.200669,0.0626186,-1.06526e-06,5.32632e-07,-2.87621e-06,0.343408,-0.207826,0.0621263,0.343408,0,0,0,0;
19.0401,0,0,-3576,872,15896,-23,18,-7,34,-0.221279,0.0548016,-2.45011e-06,1.91748e-06,-7.45685e-07,0.341675,-0.209173,0.0613956,0.341675,0,0,0,0;
19.2383,0,0,-3452,948,16284,-25,6,-28,34,-0.208895,0.058151,-2.66316e-06,6.39159e-07,-2.98274e-06,0.356408,-0.209148,0.0610717,0.356408,0,0,0,0;
19.4386,0,0,-3552,980,16524,-34,12,0,33,-0.211738,0.0592383,-3.6219e-06,1.27832e-06,0,0.347292,-0.20941,0.0608895,0.347292,0,0,0,0;
19.6412,0,0,-3480,940,16256,-16,5,10,34,-0.210892,0.0577605,-1.70442e-06,5.32632e-07,1.06526e-06,0.362452,-0.20956,0.0605771,0.362452,0,0,0,0;
19.8415,0,0,-3476,1036,16272,-22,-17,2,34,-0.210455,0.0635818,-2.34358e-06,-1.81095e-06,2.13053e-07,0.359108,-0.209651,0.0608759,0.359108,0,0,0,0;
20.0402,0,0,-3444,952,16024,-24,-8,0,34,-0.211707,0.0593411,-2.55663e-06,-8.52212e-07,0,0.368395,-0.209859,0.0607217,0.368395,0,0,0,0;
20.2396,0,0,-3456,784,16604,-41,1,-14,34,-0.205213,0.0471825,-4.36758e-06,1.06526e-07,-1.49137e-06,0.351445,-0.209399,0.0593679,0.351445,0,0,0,0;
20.4386,0,0,-3408,952,16232,-22,16,16,33,-0.20695,0.0585825,-2.34358e-06,1.70442e-06,1.70442e-06,0.352706,-0.209156,0.0592908,0.352706,0,0,0,0;
20.64,0,0,-3348,972,16216,-9,16,-22,34,-0.203602,0.0598692,-9.58738e-07,1.70442e-06,-2.34358e-06,0.334516,-0.208601,0.0593502,0.334516,0,0,0,0;
20.84,0,0,-3464,1008,16328,-1,38,-7,34,-0.209051,0.0616562,-1.06526e-07,4.048e-06,-7.45685e-07,0.360786,-0.208646,0.0595845,0.360786,0,0,0,0;
21.0407,0,0,-3416,916,16148,-22,11,-5,34,-0.20847,0.0566646,-2.34358e-06,1.17179e-06,-5.32632e-07,0.349747,-0.208631,0.0592935,0.349747,0,0,0,0;
21.2389,0,0,-3516,940,16212,-24,5,9,34,-0.213569,0.0579169,-2.55663e-06,5.32632e-07,9.58738e-07,0.369247,-0.209127,0.0591563,0.369247,0,0,0,0;
21.4383,0,0,-3516,936,16304,-12,22,-3,34,-0.2124,0.0573463,-1.27832e-06,2.34358e-06,-3.19579e-07,0.355102,-0.209455,0.0589774,0.355102,0,0,0,0;
21.6387,0,0,-3424,968,16204,-40,31,-4,34,-0.208243,0.0596674,-4.26106e-06,3.30232e-06,-4.26106e-07,0.231411,-0.209338,0.0590494,0.231411,0,0,0,0;
21.8393,0,0,-3500,788,16216,-22,0,-18,34,-0.212575,0.0485558,-2.34358e-06,0,-1.91748e-06,0.356095,-0.209664,0.058,0.356095,0,0,0,0;
22.0391,0,0,-3336,932,16140,-19,12,-12,34,-0.203821,0.0576807,-2.024e-06,1.27832e-06,-1.27832e-06,0.354407,-0.209081,0.0579693,0.354407,0,0,0,0;
22.2382,0,0,-3464,996,16196,-19,-1,-21,34,-0.210705,0.0614193,-2.024e-06,-1.06526e-07,-2.23706e-06,0.357771,-0.209246,0.0583142,0.357771,0,0,0,0;
22.4407,0,0,-3540,888,16308,-16,21,-8,33,-0.213755,0.0543981,-1.70442e-06,2.23706e-06,-8.52212e-07,0.358098,-0.209698,0.0579246,0.358098,0,0,0,0;
22.6409,0,0,-3544,928,16196,-9,-10,0,33,-0.215424,0.0572355,-9.58738e-07,-1.06526e-06,0,0.287652,-0.210272,0.0578547,0.287652,0,0,0,0;
22.839,0,0,-3368,936,16160,-33,24,14,34,-0.205474,0.0578562,-3.51537e-06,2.55663e-06,1.49137e-06,0.351445,-0.209795,0.0578572,0.351445,0,0,0,0;
23.0379,0,0,-3408,932,16208,-17,4,-6,34,-0.207247,0.0574392,-1.81095e-06,4.26106e-07,-6.39159e-07,0.362452,-0.209542,0.0578157,0.362452,0,0,0,0;
23.2389,0,0,-3544,956,16176,-34,22,-10,34,-0.215682,0.0590312,-3.6219e-06,2.34358e-06,-1.06526e-06,0.352427,-0.210159,0.0579394,0.352427,0,0,0,0;
23.4411,0,0,-3428,952,16164,5,20,-26,34,-0.20898,0.0588284,5.32632e-07,2.13053e-06,-2.76969e-06,0.351445,-0.210041,0.0580302,0.351445,0,0,0,0;
23.6408,0,0,-3400,1000,16212,-10,6,-7,34,-0.206725,0.0616047,-1.06526e-06,6.39159e-07,-7.45685e-07,0.353414,-0.20971,0.0583882,0.353414,0,0,0,0;
23.8391,0,0,-3420,928,16220,-38,26,4,34,-0.207807,0.057151,-4.048e-06,2.76969e-06,4.26106e-07,0.362452,-0.209523,0.058267,0.362452,0,0,0,0;
24.0387,0,0,-3476,856,16216,-16,2,-15,33,-0.211161,0.0527384,-1.70442e-06,2.13053e-07,-1.5979e-06,0.347062,-0.209689,0.0577143,0.347062,0,0,0,0;
24.2379,0,0,-3412,1176,16280,-24,6,-3,33,-0.206592,0.0721106,-2.55663e-06,6.39159e-07,-3.19579e-07,0.354407,-0.209381,0.0591545,0.354407,0,0,0,0;
24.4388,0,0,-3340,972,16264,-19,2,-36,34,-0.202546,0.0596929,-2.024e-06,2.13053e-07,-3.83495e-06,0.367174,-0.2087,0.0592086,0.367174,0,0,0,0;
24.639,0,0,-3472,980,16112,-27,-4,-10,34,-0.212246,0.0607494,-2.87621e-06,-4.26106e-07,-1.06526e-06,0.363094,-0.209057,0.0593623,0.363094,0,0,0,0;
24.8396,0,0,-3464,1012,16376,-29,-8,-21,34,-0.208456,0.0617193,-3.08927e-06,-8.52212e-07,-2.23706e-06,0.356777,-0.209,0.0595972,0.356777,0,0,0,0;
25.0388,0,0,-3352,904,16300,-15,-5,-23,34,-0.202817,0.0554034,-1.5979e-06,-5.32632e-07,-2.45011e-06,0.350468,-0.208383,0.0591773,0.350468,0,0,0,0;
25.2392,0,0,-3408,772,16200,-50,-6,-7,33,-0.207347,0.0476183,-5.32632e-06,-6.39159e-07,-7.45685e-07,0.353414,-0.208284,0.0580209,0.353414,0,0,0,0;
25.4375,0,0,-3488,984,16256,-31,20,-6,33,-0.211362,0.0604577,-3.30232e-06,2.13053e-06,-6.39159e-07,0.366146,-0.208595,0.0582665,0.366146,0,0,0,0;
25.6384,0,0,-3388,1024,16232,-41,7,16,33,-0.205769,0.0630018,-4.36758e-06,7.45685e-07,1.70442e-06,0.350002,-0.208316,0.0587407,0.350002,0,0,0,0;
25.8388,0,0,-3548,944,16328,-16,9,-10,34,-0.213969,0.0577505,-1.70442e-06,9.58738e-07,-1.06526e-06,0.30617,-0.208883,0.0586425,0.30617,0,0,0,0;
26.0412,0,0,-3428,956,16280,-26,10,22,33,-0.207533,0.058655,-2.76969e-06,1.06526e-06,2.34358e-06,0.362452,-0.20875,0.0586447,0.362452,0,0,0,0;
26.2411,0,0,-3464,852,16316,-13,15,-10,34,-0.209201,0.0521713,-1.38484e-06,1.5979e-06,-1.06526e-06,0.355405,-0.208797,0.0579988,0.355405,0,0,0,0;
26.4398,0,0,-3464,1012,16368,-26,-4,-21,34,-0.208555,0.0617494,-2.76969e-06,-4.26106e-07,-2.23706e-06,0.34534,-0.208775,0.0583735,0.34534,0,0,0,0;
26.6394,0,0,-3352,944,16276,-22,25,-5,34,-0.203108,0.0579346,-2.34358e-06,2.66316e-06,-5.32632e-07,0.347062,-0.20821,0.058332,0.347062,0,0,0,0;
26.8386,0,0,-3388,932,16220,-21,12,-2,34,-0.205917,0.0573968,-2.23706e-06,1.27832e-06,-2.13053e-07,0.287652,-0.207983,0.0582396,0.287652,0,0,0,0;
27.0376,0,0,-3436,952,16200,-37,8,11,34,-0.209001,0.0586979,-3.94148e-06,8.52212e-07,1.17179e-06,0.34534,-0.208089,0.0582862,0.34534,0,0,0,0;
27.2385,0,0,-3552,956,16232,-18,7,14,34,-0.215431,0.0588281,-1.91748e-06,7.45685e-07,1.49137e-06,0.3478,-0.208825,0.0583411,0.3478,0,0,0,0;
27.4401,0,0,-3416,948,16280,-24,7,8,34,-0.206827,0.0581653,-2.55663e-06,7.45685e-07,8.52212e-07,0.355788,-0.208627,0.0583242,0.355788,0,0,0,0;
27.6393,0,0,-3404,932,16172,-12,22,-11,34,-0.207459,0.0575668,-1.27832e-06,2.34358e-06,-1.17179e-06,0.362452,-0.208511,0.0582505,0.362452,0,0,0,0;
27.8393,0,0,-3432,904,16300,-24,29,-1,34,-0.207521,0.0554034,-2.55663e-06,3.08927e-06,-1.06526e-07,0.350728,-0.208415,0.0579686,0.350728,0,0,0,0;
28.039,0,0,-3388,916,16208,-47,26,-23,34,-0.206065,0.0564552,-5.00674e-06,2.76969e-06,-2.45011e-06,0.353703,-0.208184,0.0578198,0.353703,0,0,0,0;
28.2388,0,0,-3400,884,16168,-23,14,-3,34,-0.207272,0.0546215,-2.45011e-06,1.49137e-06,-3.19579e-07,0.348771,-0.208095,0.0575013,0.348771,0,0,0,0;
28.4382,0,0,-3392,936,16240,-8,18,4,34,-0.205907,0.0575718,-8.52212e-07,1.91748e-06,4.26106e-07,0.361802,-0.207877,0.0575101,0.361802,0,0,0,0;
28.6395,0,0,-3424,900,16236,0,8,-7,34,-0.207844,0.0553757,0,8.52212e-07,-7.45685e-07,0.354113,-0.207874,0.0572974,0.354113,0,0,0,0;
28.8398,0,0,-3488,980,16160,-27,-6,12,34,-0.21258,0.0605694,-2.87621e-06,-6.39159e-07,1.27832e-06,0.344371,-0.208347,0.057624,0.344371,0,0,0,0;
